"18432,""50"",""loges-marchis"",""LES LOGES-MARCHIS"",""les loges marchis"",""Loges-Marchis"",""L242562"",""LSLJSMRXS"",""50600"",""274"",""50274"",""1"",""32"",""6"",""1022"",""871"",""1000"",""51"",""19.78"",""-1.1"",""48.55"",""-3805"",""53936"",""-10518"",""483231"",""69"",""208"""
"18433,""50"",""hiesville"",""HIESVILLE"",""hiesville"",""Hiesville"",""H214"",""HSFL"",""50480"",""246"",""50246"",""2"",""37"",""6"",""74"",""69"",""100"",""18"",""4.03"",""-1.26667"",""49.3667"",""-4000"",""54858"",""-11548"",""492218"",""2"",""38"""
"18434,""50"",""bloutiere"",""LA BLOUTIERE"",""la bloutiere"",""La Blouti̬re"",""L1436"",""LBLTR"",""50800"",""060"",""50060"",""4"",""48"",""6"",""402"",""417"",""400"",""43"",""9.31"",""-1.23333"",""48.8667"",""-3973"",""54305"",""-11421"",""485230"",""80"",""172"""
"18435,""50"",""taillepied"",""TAILLEPIED"",""taillepied"",""Taillepied"",""T413"",""TLPT"",""50390"",""587"",""50587"",""2"",""41"",""6"",""29"",""25"",""0"",""13"",""2.15"",""0.417779"",""49.3725"",""-4354"",""54858"",""-13456"",""492221"",""7"",""48"""
"18436,""50"",""moon-sur-elle"",""MOON-SUR-ELLE"",""moon sur elle"",""Moon-sur-Elle"",""M264"",""MNSRL"",""50680"",""356"",""50356"",""4"",""31"",""6"",""835"",""813"",""800"",""84"",""9.84"",""-1.05"",""49.2"",""-3756"",""54677"",""-10240"",""491232"",""3"",""48"""
"18437,""50"",""fervaches"",""FERVACHES"",""fervaches"",""Fervaches"",""F612"",""FRFXS"",""50420"",""180"",""50180"",""4"",""45"",""6"",""383"",""285"",""400"",""78"",""4.89"",""-1.08333"",""49"",""-3802"",""54439"",""-10508"",""485942"",""31"",""119"""
"18438,""50"",""hambye"",""HAMBYE"",""hambye"",""Hambye"",""H510"",""HMY"",""50450"",""228"",""50228"",""3"",""14"",""6"",""1192"",""1120"",""1200"",""40"",""29.57"",""-1.26667"",""48.95"",""-4002"",""54386"",""-11556"",""485649"",""47"",""166"""
"18439,""50"",""montaigu-les-bois"",""MONTAIGU-LES-BOIS"",""montaigu les bois"",""Montaigu-les-Bois"",""M324212"",""MNTKLSBS"",""50450"",""336"",""50336"",""3"",""14"",""6"",""238"",""209"",""200"",""35"",""6.67"",""-1.28333"",""48.9"",""-4018"",""54325"",""-11646"",""485334"",""68"",""169"""
"18440,""50"",""morigny"",""MORIGNY"",""morigny"",""Morigny"",""M625"",""MRKN"",""50410"",""357"",""50357"",""4"",""26"",""6"",""87"",""83"",""100"",""20"",""4.35"",""-1.06667"",""48.8833"",""-3773"",""54313"",""-10334"",""485253"",""77"",""163"""
"18441,""50"",""moitiers-d-allonne"",""LES MOITIERS-D'ALLONNE"",""les moitiers d allonne"",""Moitiers-d'Allonne"",""L25362345"",""LSMTRSTLN"",""50270"",""332"",""50332"",""2"",""03"",""6"",""685"",""612"",""700"",""39"",""17.21"",""-1.78333"",""49.4"",""-4573"",""54891"",""-14646"",""492406"",""0"",""127"""
"18442,""50"",""fourneaux-50"",""FOURNEAUX"",""fourneaux"",""Fourneaux"",""F652"",""FRNKS"",""50420"",""192"",""50192"",""4"",""45"",""6"",""96"",""90"",""100"",""28"",""3.34"",""-1.03333"",""48.9667"",""-3747"",""54405"",""-10210"",""485752"",""37"",""147"""
"18443,""50"",""anctoville-sur-boscq"",""ANCTOVILLE-SUR-BOSCQ"",""anctoville sur boscq"",""Anctoville-sur-Boscq"",""A523142612"",""ANKTFLSRBSKK"",""50400"",""008"",""50008"",""3"",""06"",""6"",""498"",""418"",""500"",""231"",""2.15"",""0.467779"",""48.8439"",""-4298"",""54271"",""-13156"",""485038"",""22"",""69"""
"18444,""50"",""chevreville-50"",""CHEVREVILLE"",""chevreville"",""Ch̬vreville"",""C1614"",""XFRFL"",""50600"",""133"",""50133"",""1"",""32"",""6"",""203"",""198"",""200"",""45"",""4.45"",""-1.05"",""48.6167"",""-3759"",""54016"",""-10250"",""483651"",""71"",""122"""
"18445,""50"",""coulouvray-boisbenatre"",""COULOUVRAY-BOISBENATRE"",""coulouvray boisbenatre"",""Coulouvray-Boisben̢tre"",""C416121536"",""KLFRBSBNTR"",""50670"",""144"",""50144"",""1"",""39"",""6"",""540"",""538"",""600"",""31"",""17.25"",""-1.1"",""48.7833"",""-3828"",""54208"",""-10633"",""484713"",""130"",""315"""
"18446,""50"",""lengronne"",""LENGRONNE"",""lengronne"",""Lengronne"",""L5265"",""LNKRN"",""50510"",""266"",""50266"",""3"",""14"",""6"",""449"",""429"",""500"",""37"",""12.07"",""-1.38333"",""48.9333"",""-4132"",""54371"",""-12257"",""485601"",""35"",""119"""
"18447,""50"",""saint-pois"",""SAINT-POIS"",""saint pois"",""Saint-Pois"",""S5312"",""SNTPS"",""50670"",""542"",""50542"",""1"",""39"",""5"",""494"",""529"",""500"",""63"",""7.78"",""-1.06667"",""48.75"",""-3781"",""54166"",""-10401"",""484458"",""73"",""289"""
"18448,""50"",""moyon"",""MOYON"",""moyon"",""Moyon"",""M000"",""MYN"",""50860"",""363"",""50363"",""4"",""45"",""6"",""1129"",""894"",""1100"",""47"",""23.74"",""-1.11667"",""49"",""-3839"",""54445"",""-10707"",""490003"",""50"",""145"""
"18449,""50"",""saint-sebastien-de-raids"",""SAINT-SEBASTIEN-DE-RAIDS"",""saint sebastien de raids"",""Saint-S̩bastien-de-Raids"",""S53212353632"",""SNTSBSTNTRTS"",""50190"",""552"",""50552"",""3"",""27"",""6"",""362"",""281"",""400"",""68"",""5.27"",""-1.36667"",""49.1833"",""-4120"",""54656"",""-12217"",""491126"",""7"",""25"""
"18450,""50"",""herqueville-50"",""HERQUEVILLE"",""herqueville"",""Herqueville"",""H6214"",""HRKFL"",""50440"",""242"",""50242"",""2"",""04"",""6"",""159"",""145"",""200"",""54"",""2.91"",""-1.88333"",""49.6667"",""-4682"",""55186"",""-15239"",""494003"",""0"",""178"""
"18451,""50"",""chaulieu"",""CHAULIEU"",""chaulieu"",""Chaulieu"",""C400"",""XL"",""50150"",""514"",""50514"",""1"",""43"",""6"",""284"",""271"",""300"",""26"",""10.64"",""-0.861944"",""48.7356"",""-3554"",""54151"",""-05143"",""484408"",""243"",""366"""
"18452,""50"",""hocquigny"",""HOCQUIGNY"",""hocquigny"",""Hocquigny"",""H250"",""HKKKN"",""50320"",""247"",""50247"",""1"",""17"",""6"",""192"",""144"",""200"",""62"",""3.05"",""-1.41667"",""48.8167"",""-4158"",""54237"",""-12420"",""484849"",""67"",""126"""
"18453,""50"",""ham-50"",""LE HAM"",""le ham"",""Le Ham"",""L500"",""LHM"",""50310"",""227"",""50227"",""2"",""22"",""6"",""346"",""349"",""300"",""89"",""3.86"",""-1.41667"",""49.45"",""-4171"",""54945"",""-12503"",""492703"",""3"",""26"""
